x,z
-208.023666,-6626.643130
-208.987960,-6626.378299
-209.953182,-6626.116869
-210.919319,-6625.858843
-211.886361,-6625.604226
-212.854294,-6625.353020
-213.823107,-6625.105229
-214.792787,-6624.860855
-215.763323,-6624.619901
-216.734703,-6624.382371
-217.706914,-6624.148268
-218.679945,-6623.917593
-219.653783,-6623.690351
-220.628416,-6623.466544
-221.603832,-6623.246175
-222.580018,-6623.029247
-223.556964,-6622.815761
-224.534657,-6622.605722
-225.513084,-6622.399131
-226.492233,-6622.195992
-227.472092,-6621.996305
-228.452650,-6621.800075
-229.433893,-6621.607304
-230.415809,-6621.417993
-231.398388,-6621.232146
-232.381615,-6621.049765
-233.365479,-6620.870851
-234.349968,-6620.695407
-235.335070,-6620.523436
-236.320771,-6620.354939
-237.307061,-6620.189919
-238.293926,-6620.028377
-239.281355,-6619.870316
-240.269335,-6619.715737
-241.257854,-6619.564643
-242.246899,-6619.417035
-243.236459,-6619.272915
-244.226521,-6619.132285
-245.217072,-6618.995147
-246.208101,-6618.861503
-247.199595,-6618.731353
-248.191541,-6618.604700
-249.183928,-6618.481546
-250.176743,-6618.361891
-251.169974,-6618.245738
-252.163608,-6618.133087
-253.157633,-6618.023940
-254.152037,-6617.918299
-255.146807,-6617.816165
-256.141931,-6617.717539
-257.137397,-6617.622422
-258.133192,-6617.530815
-259.129303,-6617.442721
-260.125719,-6617.358139
-261.122427,-6617.277070
-262.119415,-6617.199517
-263.116670,-6617.125479
-264.114180,-6617.054958
-265.111932,-6616.987954
-266.109914,-6616.924469
-267.108114,-6616.864503
-268.106519,-6616.808057
-269.105117,-6616.755131
-270.103895,-6616.705727
-271.102842,-6616.659845
-272.101944,-6616.617485
-273.101189,-6616.578648
-274.100564,-6616.543334
-275.100058,-6616.511545
-276.099658,-6616.483280
-277.099352,-6616.458539
-278.099126,-6616.437323
-279.098969,-6616.419633
-280.098868,-6616.405468
-281.098811,-6616.394828
-282.098785,-6616.387715
-283.098778,-6616.384127
-284.098778,-6616.384065
-285.098771,-6616.387529
-286.098746,-6616.394519
-287.098691,-6616.405034
-288.098592,-6616.419075
-289.098437,-6616.436642
-290.098214,-6616.457734
-291.097910,-6616.482351
-292.097514,-6616.510492
-293.097012,-6616.542158
-294.096392,-6616.577347
-295.095642,-6616.616061
-296.094749,-6616.658297
-297.093701,-6616.704055
-298.092485,-6616.753336
-299.091090,-6616.806138
-300.089502,-6616.862460
-301.087709,-6616.922302
-302.085699,-6616.985664
-303.083460,-6617.052544
-304.080978,-6617.122942
-305.078242,-6617.196856
-306.075240,-6617.274286
-307.071958,-6617.355231
-308.068384,-6617.439689
-309.064507,-6617.527661
-310.060313,-6617.619144
-311.055790,-6617.714137
-312.050926,-6617.812640
-313.045709,-6617.914651
-314.040126,-6618.020169
-315.034165,-6618.129193
-316.027813,-6618.241720
-317.021058,-6618.357751
-318.013888,-6618.477283
-319.006290,-6618.600314
-319.998252,-6618.726844
-320.989762,-6618.856871
-321.980808,-6618.990393
-322.971376,-6619.127408
-323.961455,-6619.267915
-324.951033,-6619.411912
-325.940096,-6619.559398
-326.928634,-6619.710369
-327.916633,-6619.864826
-328.904081,-6620.022765
-329.890967,-6620.184184
-330.877277,-6620.349082
-331.862999,-6620.517457
-332.848122,-6620.689306
-333.832633,-6620.864628
-334.816519,-6621.043420
-335.799769,-6621.225680
-336.782370,-6621.411405
-337.764310,-6621.600594
-338.745577,-6621.793244
-339.726159,-6621.989352
-340.706043,-6622.188917
-341.685218,-6622.391936
-342.663670,-6622.598405
-343.641388,-6622.808323
-344.618361,-6623.021688
-345.594574,-6623.238495
-346.570018,-6623.458744
-347.544678,-6623.682430
-348.518544,-6623.909551
-349.491603,-6624.140105
-350.463844,-6624.374088
-351.435253,-6624.611498
-352.405819,-6624.852331
-353.375529,-6625.096585
-354.344373,-6625.344256
-355.312337,-6625.595342
-356.279410,-6625.849840
-357.245580,-6626.107745
-358.210834,-6626.369056
-359.175161,-6626.633768
-360.138548,-6626.901879
-361.100985,-6627.173385
-362.062458,-6627.448282
-363.022955,-6627.726568
-363.982466,-6628.008239
-364.940977,-6628.293291
-365.898478,-6628.581721
-366.854955,-6628.873525
-367.810398,-6629.168700
-368.764794,-6629.467242
-369.718132,-6629.769147
-370.670399,-6630.074412
-371.621583,-6630.383032
-372.571674,-6630.695004
-373.520659,-6631.010324
-374.468526,-6631.328988
-375.415264,-6631.650992
-376.360860,-6631.976333
-377.305304,-6632.305005
-378.248583,-6632.637005
-379.190685,-6632.972329
-380.131599,-6633.310973
-381.071313,-6633.652932
-382.009816,-6633.998202
-382.947095,-6634.346780
-383.883140,-6634.698660
-384.817938,-6635.053838
-385.751478,-6635.412309
-386.683748,-6635.774071
-387.614737,-6636.139117
-388.544433,-6636.507443
-389.472825,-6636.879045
-390.399901,-6637.253918
-391.325649,-6637.632057
-392.250058,-6638.013459
-393.173116,-6638.398117
-394.094813,-6638.786027
-395.015136,-6639.177185
-395.934074,-6639.571585
-396.851616,-6639.969223
-397.767750,-6640.370094
-398.682465,-6640.774192
-399.595749,-6641.181513
-400.507592,-6641.592052
-401.417982,-6642.005803
-402.326907,-6642.422761
-403.234356,-6642.842922
-404.140318,-6643.266279
-405.044782,-6643.692828
-405.947736,-6644.122564
-406.849169,-6644.555481
-407.749071,-6644.991573
-408.647429,-6645.430835
-409.544233,-6645.873263
-410.439471,-6646.318849
-411.333133,-6646.767590
-412.225206,-6647.219478
-413.115681,-6647.674509
-414.004547,-6648.132677
-414.891791,-6648.593976
-415.777403,-6649.058401
-416.661372,-6649.525945
-417.543687,-6649.996603
-418.424337,-6650.470369
-419.303311,-6650.947237
-420.180599,-6651.427202
-421.056188,-6651.910256
-421.930069,-6652.396395
-422.802231,-6652.885612
-423.672662,-6653.377901
-424.541352,-6653.873256
-425.408290,-6654.371671
-426.273465,-6654.873140
-427.136867,-6655.377656
-427.998484,-6655.885213
-428.858307,-6656.395805
-429.716324,-6656.909425
-430.572525,-6657.426067
-431.426898,-6657.945726
-432.279435,-6658.468393
-433.130123,-6658.994063
-433.978952,-6659.522729
-434.825912,-6660.054385
-435.670992,-6660.589023
-436.514182,-6661.126638
-437.355471,-6661.667223
-438.194849,-6662.210770
-439.032305,-6662.757274
-439.867829,-6663.306727
-440.701410,-6663.859123
-441.533039,-6664.414454
-442.362704,-6664.972714
-443.190396,-6665.533896
-444.016104,-6666.097993
-444.839818,-6666.664998
-445.661527,-6667.234903
-446.481223,-6667.807702
-447.298893,-6668.383388
-448.114529,-6668.961953
-448.928119,-6669.543391
-449.739654,-6670.127693
-450.549125,-6670.714853
-451.356519,-6671.304864
-452.161829,-6671.897717
-452.965043,-6672.493407
-453.766152,-6673.091925
-454.565146,-6673.693263
-455.362014,-6674.297415
-456.156747,-6674.904373
-456.949336,-6675.514130
-457.739769,-6676.126677
-458.528038,-6676.742007
-459.314132,-6677.360113
-460.098042,-6677.980987
-460.879758,-6678.604621
-461.659270,-6679.231007
-462.436569,-6679.860138
-463.211645,-6680.492005
-463.984488,-6681.126601
-464.755088,-6681.763919
-465.523437,-6682.403949
-466.289525,-6683.046685
-467.053341,-6683.692118
-467.814877,-6684.340239
-468.574123,-6684.991042
-469.331070,-6685.644518
-470.085708,-6686.300659
-470.838027,-6686.959456
-471.588019,-6687.620902
-472.335675,-6688.284989
-473.080984,-6688.951707
-473.823938,-6689.621049
-474.564527,-6690.293006
-475.302742,-6690.967570
-476.038575,-6691.644733
-476.772015,-6692.324487
-477.503053,-6693.006822
-478.231682,-6693.691730
-478.957891,-6694.379204
-479.681672,-6695.069233
-480.403015,-6695.761810
-481.121911,-6696.456926
-481.838353,-6697.154573
-482.552330,-6697.854741
-483.263833,-6698.557423
-483.972855,-6699.262609
-484.679386,-6699.970290
-485.383418,-6700.680458
-486.084941,-6701.393104
-486.783947,-6702.108219
-487.480427,-6702.825794
-488.174373,-6703.545821
-488.865776,-6704.268289
-489.554627,-6704.993191
-490.240918,-6705.720518
-490.924641,-6706.450259
-491.605786,-6707.182407
-492.284345,-6707.916952
-492.960310,-6708.653885
-493.633673,-6709.393196
-494.304425,-6710.134878
-494.972557,-6710.878919
-495.638062,-6711.625312
-496.300931,-6712.374047
-496.961156,-6713.125114
-497.618729,-6713.878504
-498.273641,-6714.634208
-498.925885,-6715.392217
-499.575452,-6716.152521
-500.222334,-6716.915110
-500.866524,-6717.679975
-501.508012,-6718.447107
-502.146792,-6719.216496
-502.782855,-6719.988132
-503.416193,-6720.762007
-504.046799,-6721.538109
-504.674665,-6722.316431
-505.299782,-6723.096961
-505.922143,-6723.879690
-506.541741,-6724.664609
-507.158567,-6725.451708
-507.772615,-6726.240976
-508.383875,-6727.032405
-508.992342,-6727.825984
-509.598006,-6728.621704
-510.200861,-6729.419554
-510.800899,-6730.219524
-511.398113,-6731.021606
-511.992495,-6731.825788
-512.584038,-6732.632061
-513.172735,-6733.440414
-513.758577,-6734.250839
-514.341559,-6735.063323
-514.921672,-6735.877859
-515.498909,-6736.694434
-516.073264,-6737.513040
-516.644729,-6738.333666
-517.213297,-6739.156301
-517.778961,-6739.980937
-518.341714,-6740.807561
-518.901549,-6741.636165
-519.458459,-6742.466737
-520.012437,-6743.299268
-520.563476,-6744.133747
-521.111569,-6744.970163
-521.656710,-6745.808507
-522.198891,-6746.648768
-522.738106,-6747.490935
-523.274349,-6748.334999
-523.807612,-6749.180947
-524.337890,-6750.028771
-524.865174,-6750.878459
-525.389460,-6751.730001
-525.910739,-6752.583386
-526.429007,-6753.438604
-526.944256,-6754.295644
-527.456480,-6755.154496
-527.965673,-6756.015148
-528.471827,-6756.877590
-528.974938,-6757.741811
-529.474999,-6758.607801
-529.972003,-6759.475548
-530.465944,-6760.345043
-530.956817,-6761.216274
-531.444614,-6762.089230
-531.929331,-6762.963901
-532.410961,-6763.840275
-532.889497,-6764.718342
-533.364935,-6765.598091
-533.837268,-6766.479510
-534.306490,-6767.362590
-534.772596,-6768.247318
-535.235579,-6769.133685
-535.695435,-6770.021678
-536.152156,-6770.911287
-536.605738,-6771.802501
-537.056175,-6772.695309
-537.503461,-6773.589699
-537.947590,-6774.485661
-538.388558,-6775.383184
-538.826359,-6776.282255
-539.260987,-6777.182865
-539.692436,-6778.085001
-540.120703,-6778.988653
-540.545780,-6779.893810
-540.967663,-6780.800459
-541.386347,-6781.708591
-541.801827,-6782.618193
-542.214096,-6783.529254
-542.623151,-6784.441763
-543.028986,-6785.355709
-543.431595,-6786.271080
-543.830975,-6787.187865
-544.227120,-6788.106053
-544.620025,-6789.025631
-545.009685,-6789.946589
-545.396096,-6790.868916
-545.779252,-6791.792599
-546.159149,-6792.717627
-546.535782,-6793.643989
-546.909147,-6794.571673
-547.279238,-6795.500668
-547.646051,-6796.430962
-548.009583,-6797.362543
-548.369827,-6798.295401
-548.726780,-6799.229523
-549.080436,-6800.164897
-549.430793,-6801.101513
-549.777845,-6802.039358
-550.121589,-6802.978421
-550.462019,-6803.918691
-550.799131,-6804.860155
-551.132923,-6805.802801
-551.463388,-6806.746619
-551.790524,-6807.691595
-552.114325,-6808.637720
-552.434789,-6809.584980
-552.751911,-6810.533364
-553.065687,-6811.482861
-553.376113,-6812.433458
-553.683185,-6813.385143
-553.986900,-6814.337906
-554.287254,-6815.291733
-554.584243,-6816.246614
-554.877863,-6817.202535
-555.168111,-6818.159486
-555.454984,-6819.117454
-555.738476,-6820.076428
-556.018586,-6821.036396
-556.295309,-6821.997345
-556.568642,-6822.959264
-556.838582,-6823.922140
-557.105125,-6824.885963
-557.368269,-6825.850719
-557.628009,-6826.816397
-557.884342,-6827.782985
-558.137266,-6828.750471
-558.386777,-6829.718842
-558.632872,-6830.688087
-558.875549,-6831.658194
-559.114803,-6832.629150
-559.350632,-6833.600944
-559.583033,-6834.573564
-559.812004,-6835.546997
-560.037541,-6836.521231
-560.259641,-6837.496254
-560.478302,-6838.472054
-560.693522,-6839.448619
-560.905297,-6840.425937
-561.113624,-6841.403996
-561.318502,-6842.382783
-561.519927,-6843.362286
-561.717898,-6844.342494
-561.912411,-6845.323393
-562.103464,-6846.304972
-562.291056,-6847.287219
-562.475182,-6848.270121
-562.655843,-6849.253666
-562.833034,-6850.237842
-563.006754,-6851.222637
-563.177000,-6852.208037
-563.343771,-6853.194033
-563.507065,-6854.180610
-563.666879,-6855.167756
-563.823211,-6856.155460
-563.976060,-6857.143709
-564.125424,-6858.132491
-564.271300,-6859.121793
-564.413687,-6860.111604
-564.552584,-6861.101910
-564.687988,-6862.092700
-564.819897,-6863.083961
-564.948311,-6864.075682
-565.073227,-6865.067848
-565.194644,-6866.060449
-565.312561,-6867.053472
-565.426975,-6868.046905
-565.537886,-6869.040735
-565.645293,-6870.034950
-565.749193,-6871.029537
-565.849586,-6872.024484
-565.946470,-6873.019779
-566.039844,-6874.015410
-566.129707,-6875.011363
-566.216058,-6876.007628
-566.298895,-6877.004190
-566.378219,-6878.001039
-566.454027,-6878.998161
-566.526319,-6879.995544
-566.595094,-6880.993175
-566.660351,-6881.991043
-566.722089,-6882.989135
-566.780307,-6883.987438
-566.835005,-6884.985941
-566.886183,-6885.984630
-566.933839,-6886.983493
-566.977972,-6887.982518
-567.018583,-6888.981693
-567.055671,-6889.981004
-567.089235,-6890.980440
-567.119274,-6891.979989
-567.145790,-6892.979636
-567.168780,-6893.979372
-567.188246,-6894.979182
-567.204186,-6895.979054
-567.216601,-6896.978976
-567.225490,-6897.978936
-567.230853,-6898.978922
-567.232690,-6899.978919
-567.231001,-6900.978917
-567.225787,-6901.978903
-567.217047,-6902.978865
-567.204781,-6903.978789
-567.188989,-6904.978664
-567.169672,-6905.978477
-567.146830,-6906.978215
-567.120464,-6907.977867
-567.090572,-6908.977420
-567.057157,-6909.976861
-567.020218,-6910.976178
-566.979755,-6911.975358
-566.935770,-6912.974390
-566.888263,-6913.973260
-566.837234,-6914.971957
-566.782684,-6915.970467
-566.724614,-6916.968779
-566.663025,-6917.966880
-566.597916,-6918.964758
-566.529290,-6919.962400
-566.457146,-6920.959794
-566.381486,-6921.956927
-566.302311,-6922.953787
-566.219621,-6923.950362
-566.133418,-6924.946639
-566.043703,-6925.942606
-565.950477,-6926.938250
-565.853741,-6927.933560
-565.753496,-6928.928522
-565.649744,-6929.923125
-565.542486,-6930.917355
-565.431722,-6931.911202
-565.317455,-6932.904651
-565.199686,-6933.897692
-565.078417,-6934.890311
-564.953648,-6935.882496
-564.825382,-6936.874236
-564.693620,-6937.865516
-564.558363,-6938.856326
-564.419614,-6939.846653
-564.277374,-6940.836485
-564.131645,-6941.825809
-563.982428,-6942.814613
-563.829726,-6943.802885
-563.673540,-6944.790612
-563.513873,-6945.777782
-563.350726,-6946.764384
-563.184102,-6947.750404
-563.014002,-6948.735830
-562.840428,-6949.720650
-562.663383,-6950.704853
-562.482869,-6951.688424
-562.298889,-6952.671354
-562.111443,-6953.653628
-561.920536,-6954.635236
-561.726168,-6955.616164
-561.528344,-6956.596401
-561.327064,-6957.575934
-561.122332,-6958.554752
-560.914150,-6959.532841
-560.702520,-6960.510191
-560.487446,-6961.486788
-560.268930,-6962.462621
-560.046974,-6963.437677
-559.821582,-6964.411945
-559.592756,-6965.385411
-559.360500,-6966.358065
-559.124815,-6967.329894
-558.885705,-6968.300886
-558.643173,-6969.271029
-558.397222,-6970.240311
-558.147855,-6971.208719
-557.895075,-6972.176243
-557.638885,-6973.142869
-557.379288,-6974.108585
-557.116289,-6975.073381
-556.849889,-6976.037243
-556.580092,-6977.000159
-556.306902,-6977.962119
-556.030321,-6978.923109
-555.750354,-6979.883118
-555.467004,-6980.842134
-555.180275,-6981.800145
-554.890169,-6982.757139
-554.596691,-6983.713105
-554.299844,-6984.668029
-553.999632,-6985.621901
-553.696058,-6986.574708
-553.389127,-6987.526440
-553.078842,-6988.477083
-552.765207,-6989.426626
-552.448227,-6990.375057
-552.127904,-6991.322365
-551.804243,-6992.268538
-551.477248,-6993.213563
-551.146923,-6994.157430
-550.813272,-6995.100126
-550.476299,-6996.041640
-550.136009,-6996.981960
-549.792405,-6997.921074
-549.445492,-6998.858971
-549.095275,-6999.795639
-548.741757,-7000.731066
-548.384943,-7001.665241
-548.024837,-7002.598152
-547.661445,-7003.529787
-547.294770,-7004.460136
-546.924816,-7005.389186
-546.551590,-7006.316925
-546.175094,-7007.243343
-545.795335,-7008.168428
-545.412316,-7009.092168
-545.026043,-7010.014552
-544.636519,-7010.935568
-544.243751,-7011.855205
-543.847743,-7012.773451
-543.448499,-7013.690295
-543.046025,-7014.605726
-542.640326,-7015.519733
-542.231407,-7016.432303
-541.819273,-7017.343425
-541.403929,-7018.253089
-540.985380,-7019.161283
-540.563632,-7020.067995
-540.138689,-7020.973215
-539.710557,-7021.876930
-539.279241,-7022.779131
-538.844747,-7023.679805
-538.407080,-7024.578942
-537.966246,-7025.476529
-537.522249,-7026.372557
-537.075096,-7027.267014
-536.624792,-7028.159889
-536.171343,-7029.051170
-535.714754,-7029.940848
-535.255031,-7030.828909
-534.792179,-7031.715344
-534.326205,-7032.600142
-533.857114,-7033.483291
-533.384912,-7034.364781
-532.909605,-7035.244601
-532.431199,-7036.122739
-531.949700,-7036.999185
-531.465113,-7037.873927
-530.977445,-7038.746956
-530.486702,-7039.618260
-529.992890,-7040.487828
-529.496015,-7041.355649
-528.996083,-7042.221713
-528.493101,-7043.086009
-527.987074,-7043.948527
-527.478009,-7044.809254
-526.965913,-7045.668182
-526.450792,-7046.525298
-525.932651,-7047.380593
-525.411498,-7048.234056
-524.887339,-7049.085676
-524.360181,-7049.935443
-523.830030,-7050.783345
-523.296892,-7051.629373
-522.760775,-7052.473516
-522.221685,-7053.315763
-521.679628,-7054.156105
-521.134612,-7054.994530
-520.586643,-7055.831028
-520.035729,-7056.665589
-519.481874,-7057.498202
-518.925088,-7058.328857
-518.365377,-7059.157544
-517.802747,-7059.984252
-517.237205,-7060.808971
-516.668759,-7061.631691
-516.097416,-7062.452402
-515.523183,-7063.271093
-514.946067,-7064.087755
-514.366075,-7064.902376
-513.783214,-7065.714948
-513.197492,-7066.525459
-512.608916,-7067.333900
-512.017493,-7068.140261
-511.423230,-7068.944531
-510.826136,-7069.746701
-510.226216,-7070.546761
-509.623480,-7071.344701
-509.017934,-7072.140510
-508.409585,-7072.934180
-507.798443,-7073.725700
-507.184513,-7074.515060
-506.567803,-7075.302250
-505.948322,-7076.087261
-505.326077,-7076.870083
-504.701076,-7077.650706
-504.073326,-7078.429120
-503.442836,-7079.205317
-502.809612,-7079.979285
-502.173664,-7080.751016
-501.534999,-7081.520500
-500.893624,-7082.287727
-500.249548,-7083.052688
-499.602780,-7083.815374
-498.953326,-7084.575774
-498.301195,-7085.333880
-497.646395,-7086.089681
-496.988934,-7086.843169
-496.328820,-7087.594334
-495.666063,-7088.343168
-495.000669,-7089.089659
-494.332647,-7089.833800
-493.662005,-7090.575581
-492.988753,-7091.314993
-492.312897,-7092.052026
-491.634447,-7092.786672
-490.953411,-7093.518921
-490.269797,-7094.248764
-489.583614,-7094.976193
-488.894871,-7095.701197
-488.203575,-7096.423768
-487.509736,-7097.143898
-486.813363,-7097.861577
-486.114463,-7098.576796
-485.413046,-7099.289546
-484.709120,-7099.999819
-484.002694,-7100.707605
-483.293777,-7101.412896
-482.582377,-7102.115683
-481.868505,-7102.815958
-481.152167,-7103.513711
-480.433374,-7104.208934
-479.712134,-7104.901618
-478.988456,-7105.591756
-478.262349,-7106.279337
-477.533822,-7106.964353
-476.802885,-7107.646797
-476.069546,-7108.326660
-475.333814,-7109.003932
-474.595699,-7109.678606
-473.855210,-7110.350674
-473.112356,-7111.020126
-472.367145,-7111.686955
-471.619589,-7112.351152
-470.869695,-7113.012710
-470.117473,-7113.671619
-469.362933,-7114.327872
-468.606083,-7114.981460
-467.846934,-7115.632376
-467.085495,-7116.280611
-466.321774,-7116.926157
-465.555782,-7117.569007
-464.787529,-7118.209151
-464.017023,-7118.846583
-463.244274,-7119.481295
-462.469292,-7120.113277
-461.692087,-7120.742524
-460.912668,-7121.369026
-460.131044,-7121.992776
-459.347227,-7122.613766
-458.561224,-7123.231989
-457.773047,-7123.847436
-456.982705,-7124.460101
-456.190207,-7125.069975
-455.395564,-7125.677051
-454.598786,-7126.281322
-453.799881,-7126.882779
-452.998862,-7127.481416
-452.195736,-7128.077225
-451.390515,-7128.670198
-450.583207,-7129.260329
-449.773825,-7129.847609
-448.962376,-7130.432032
-448.148872,-7131.013591
-447.333322,-7131.592277
-446.515738,-7132.168084
-445.696128,-7132.741005
-444.874503,-7133.311033
-444.050873,-7133.878160
-443.225249,-7134.442380
-442.397640,-7135.003684
-441.568058,-7135.562068
-440.736512,-7136.117523
-439.903013,-7136.670042
-439.067571,-7137.219620
-438.230196,-7137.766248
-437.390899,-7138.309920
-436.549690,-7138.850630
-435.706580,-7139.388370
-434.861580,-7139.923135
-434.014699,-7140.454916
-433.165948,-7140.983708
-432.315338,-7141.509505
-431.462880,-7142.032299
-430.608583,-7142.552084
-429.752459,-7143.068854
-428.894519,-7143.582601
-428.034772,-7144.093321
-427.173230,-7144.601006
-426.309903,-7145.105651
-425.444802,-7145.607248
-424.577939,-7146.105792
-423.709322,-7146.601276
-422.838964,-7147.093694
-421.966876,-7147.583041
-421.093067,-7148.069310
-420.217549,-7148.552495
-419.340333,-7149.032589
-418.461430,-7149.509588
-417.580850,-7149.983485
-416.698605,-7150.454274
-415.814705,-7150.921950
-414.929162,-7151.386506
-414.041987,-7151.847937
-413.153190,-7152.306237
-412.262782,-7152.761401
-411.370776,-7153.213422
-410.477181,-7153.662295
-409.582009,-7154.108014
-408.685271,-7154.550575
-407.786978,-7154.989971
-406.887141,-7155.426197
-405.985772,-7155.859248
-405.082882,-7156.289118
-404.178482,-7156.715801
-403.272582,-7157.139294
-402.365196,-7157.559589
-401.456333,-7157.976683
-400.546005,-7158.390569
